LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
29,KARNATAKA,544,MANDYA,571401.0,11/04/2022,"SN Law Associates","0, sampahalli Kalegowda building, mandya, 0, subash nagara, mandya","[{""NIC5DigitId"":""69100"",""Description"":""Legal activities""}]"
36,TELANGANA,680,Nirmal,504203.0,11/04/2022,"Baira swarnalatha","7-19, Chinthalpet, Badankurthy, 7-19, 1, Khanapur","[{""NIC5DigitId"":""49229"",""Description"":""Other non urban passenger land transport n.e.c.""}]"
33,"TAMIL NADU",583,RAMANATHAPURAM,623120.0,11/04/2022,Ayyamperumal,"7/309,, Madhavan Nagar, Madhavan Nagar, 7/309,, Kadaladi, Sayalkudi","[{""NIC5DigitId"":""46634"",""Description"":""Wholesale of paints, varnishes, and lacquers""}]"
33,"TAMIL NADU",568,CHENNAI,600017.0,11/04/2022,"Pamila pharmacy","60, Devinarayan office Complex, Rameswaran Salai, 60, T.Nagar, chennai","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
24,GUJARAT,442,BHARUCH,392011.0,11/04/2022,"GURU KIRPA ENTERPRISES","A-308, Sulkatirth Road, TAVARA ROAD`, A-308, TOWER-A, BHARUCH","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
33,"TAMIL NADU",576,KARUR,639005.0,11/04/2022,"SELVAM WELDING WORKS","Vetri Theater Near, Ramanoor, -, Vetri Theater Near, -, Karur","[{""NIC5DigitId"":""27102"",""Description"":""Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators""}]"
8,RAJASTHAN,92,BHILWARA,311025.0,11/04/2022,"SHIV SHAKTI CUNSTRUCTION AND MATERIAL SUPPLIERS","00, KAVI NAGAR HAMIRGARH, RAILWAY STATION ROAD, 00, HAMIRGARH, BHILWARA","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
6,HARYANA,73,ROHTAK,124001.0,11/04/2022,"M/S ROJ EXIM PRIVATE LIMITED","2414, ROJ ExIm Pvt. Ltd., Main, 2414, Sector-1, Rohtak","[{""NIC5DigitId"":""46493"",""Description"":""Wholesale of furniture and fixtures""}]"
9,"UTTAR PRADESH",169,MEERUT,250406.0,11/04/2022,"MANOJ KUMAR SHARMA","SYAL, SYAL, KILA ROAD, SYAL, RAJPURA, MEERUT","[{""NIC5DigitId"":""39000"",""Description"":""Remediation activities and other waste management services""}]"
32,KERALA,555,ERNAKULAM,683108.0,11/04/2022,"M/S CHUKKUKAPPY CREATIVES LLP","OTTATHAIKKAL HOUSE, OTTATHAIKKAL HOUSE, ULIYANNOOR P O, OTTATHAIKKAL HOUSE, ALUVA, ALUVA","[{""NIC5DigitId"":""58199"",""Description"":""Other publishing activities (including on-line) n.e.c.""},{""NIC5DigitId"":""59121"",""Description"":""Post production activities of motion picture""},{""NIC5DigitId"":""63122"",""Description"":""Operation of other websites that act as portals to the Internet, such as media sites providing periodically updated content""},{""NIC5DigitId"":""73100"",""Description"":""Advertising""},{""NIC5DigitId"":""74103"",""Description"":""Services of graphic designers""},{""NIC5DigitId"":""90003"",""Description"":""Activities of sculptors, painters, cartoonists, engravers, etchers etc.""}]"
27,MAHARASHTRA,494,SATARA,415528.0,11/04/2022,"Shreya Super Market","0,, Sriram Ward, Lonand Phaltan Road, 0,, Ashiya, Tardgoan","[{""NIC5DigitId"":""46304"",""Description"":""Wholesale of confectionery, bakery products and beverages other than intoxicants""},{""NIC5DigitId"":""46305"",""Description"":""Wholesale of edible oils, fats, sugar and processed\/manufactured spices etc.""}]"
6,HARYANA,75,SONIPAT,131301.0,11/04/2022,"SUKHRAM TRANSPORT","GAUTAM NAGAR, GALI NO 6, WARD NO 23, GAUTAM NAGAR, GOHANA, GOHANA","[{""NIC5DigitId"":""10509"",""Description"":""Manufacture of other dairy products n.e.c.""}]"
8,RAJASTHAN,110,NAGAUR,341025.0,14/06/2022,"UGARA ENTERPRISE","01, KUMAHARO KA BAS, NAGAUR, 01, NAGAUR, NAGAUR","[{""NIC5DigitId"":""13922"",""Description"":""Manufacture of crocheted made up textile goods except apparel""}]"
33,"TAMIL NADU",573,ERODE,638102.0,11/04/2022,"SRI KUMARAN MILLS","19/1,, -, VASUVAPATTI ,  K.M.PARAPPU,, 19/1,, -, CHITTHODE","[{""NIC5DigitId"":""13111"",""Description"":""Preparation and spinning of cotton fiber including blended* cotton""},{""NIC5DigitId"":""13131"",""Description"":""Finishing of cotton and blended cotton textiles.""}]"
23,"MADHYA PRADESH",410,INDORE,452001.0,14/06/2022,"GREWAL LOGISTICS","346, 1 ST FLOOR, PIPLIYARAO, 346, INDORE, INDORE","[{""NIC5DigitId"":""49232"",""Description"":""Non-motorised road freight transport""}]"
33,"TAMIL NADU",568,CHENNAI,600023.0,11/04/2022,"RR CONSTRUCTIONS","NO.5, NA, K.K.NAGAR 6TH STREET, NO.5, 3RD FLOOR, CHENNAI","[{""NIC5DigitId"":""81100"",""Description"":""Combined facilities support activities""},{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""},{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""},{""NIC5DigitId"":""41002"",""Description"":""Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis""},{""NIC5DigitId"":""41003"",""Description"":""Assembly and erection of prefabricated constructions on the site""}]"
24,GUJARAT,462,VALSAD,396191.0,14/06/2022,"KUNAL TEMPO SERVICE","FLAT NO-A405, SAHJANAND CO OP HSG SOCIETY, GIDC, FLAT NO-A405, A, VAPI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
33,"TAMIL NADU",591,TIRUCHIRAPPALLI,620102.0,14/06/2022,"M/S MUSHROOM FARMERS","NO.423, -, VAYALUR ROAD, NO.423, MANIKANDAN BLOCK, SOMARASAMPETTAI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560043.0,11/04/2022,"M/S GENX PV INDIA PRIVATE LIMITED","NO. 407, 4TH FLOOR,, 2ND A MAIN, OMBR LAYOUT,, BANGALORE, NO. 407, 4TH FLOOR,, HORAMAVU, Bengaluru","[{""NIC5DigitId"":""27104"",""Description"":""Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)""},{""NIC5DigitId"":""27320"",""Description"":""Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)""},{""NIC5DigitId"":""43222"",""Description"":""Installation of heating systems (electric, gas and oil), furnaces, cooling towers, non-electric solar energy collectors etc.""}]"
33,"TAMIL NADU",591,TIRUCHIRAPPALLI,621652.0,11/04/2022,"ARUL SANTHOSAM MILK FARM","NO 3/46, MATHA KOVIL STREET, MATHA KOVIL STREET, NO 3/46, 3, TRICHY","[{""NIC5DigitId"":""75000"",""Description"":""Veterinary activities""}]"
32,KERALA,557,KANNUR,670633.0,14/06/2022,"THE HEADMASTER ST MARYS UP SCHOOL","ST MARYS UP SCHOOL, ST MARYS UP SCHOOL, PAISAKARI, ST MARYS UP SCHOOL, PAISAKARI, KANNUR","[{""NIC5DigitId"":""85211"",""Description"":""General school education in the first stage of the secondary level (up to X th standard) without any special subject pre-requisite""}]"
24,GUJARAT,675,"GIR SOMNATH",362268.0,14/06/2022,"UNIVERSAL CO.","UNIVERSAL CO., UNIVERSAL CO., SOMNATH JUNAGADH HIGHWAY ROAD, UNIVERSAL CO., -, VERAVAL","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
27,MAHARASHTRA,491,RAIGAD,410218.0,11/04/2022,"HOTSTAR SECURITY SERVICE","SHOP NO.- 2, ARYA UDAY CHS., SECTOR - 4, SHOP NO.- 2, PLOT NO.- 9, NAVI MUMBAI","[{""NIC5DigitId"":""80100"",""Description"":""Private security activities""}]"
21,ODISHA,356,JAJAPUR,755009.0,11/04/2022,"MAHAVEER TRANSPORT","00, GROUND FLOOR, MADHUBAN HAT, 00, RASULPUR, JAJPUR","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
27,MAHARASHTRA,466,AHMEDNAGAR,414402.0,14/06/2022,"RAJVEER DUDH SANKALAN KENDRA","KULDHARAN ROAD, KULDHARAN ROAD, KULDHARAN ROAD, KULDHARAN ROAD, KARJAT, SHINDE","[{""NIC5DigitId"":""74101"",""Description"":""Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods""}]"
32,KERALA,560,KOTTAYAM,686633.0,14/06/2022,"Hotel Treat land","XV/20.A, Hotel Treat land, Kanakkari, XV/20.A, Kanakkari, Kottayam","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
33,"TAMIL NADU",578,MADURAI,625012.0,11/04/2022,"AQUA SHINE","45, MEENAKSHI NAGAR, KUMARAN 2ND CROSS STREET, 45, 45, MADURAI","[{""NIC5DigitId"":""33112"",""Description"":""Repair and maintenance of pipes and pipelines""}]"
8,RAJASTHAN,94,BUNDI,323602.0,14/06/2022,HEMRAJ,"57, HEMRAJ, JHUWASA WALO KA MOHLLA, 57, K PATAN, BUNDI","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
33,"TAMIL NADU",591,TIRUCHIRAPPALLI,620007.0,11/04/2022,"GANAPATHY STORE","No:9, Thiruvalluvar Nagar, Trichy Main Road, No:9, -, Trichy","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
8,RAJASTHAN,107,JODHPUR,342001.0,11/04/2022,"SHREE RADHE E MITRA","BHATELAI PUROHITAN, BHATELAI PUROHITAN, BHATELAI PUROHITAN, BHATELAI PUROHITAN, BALESAR, JODHPUR","[{""NIC5DigitId"":""63999"",""Description"":""Other information service activities n.e.c.""}]"
9,"UTTAR PRADESH",171,MORADABAD,244102.0,14/06/2022,"MOHD ARIF","YUSUFPUR, NAGLIYA, MORADABAD, YUSUFPUR, MORADABAD, MORADABAD","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
27,MAHARASHTRA,481,LATUR,413512.0,14/06/2022,"BHAGVAT ABASAHEB CHOTHVE","Shop No. 43 B, Market Yard, Market Yard, Shop No. 43 B, ,, Latur","[{""NIC5DigitId"":""46901"",""Description"":""Wholesale trade via e-commerce excluding activities of commission agents""},{""NIC5DigitId"":""46101"",""Description"":""Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles""}]"
6,HARYANA,73,ROHTAK,124001.0,11/04/2022,"Diamond catering & events services","Shop no. 152, Huda complex, Rohtak, Shop no. 152, Rohtak, Rohtak","[{""NIC5DigitId"":""56210"",""Description"":""Event catering""}]"
2,"HIMACHAL PRADESH",26,UNA,174301.0,11/04/2022,"LOOK & LIKE BEAUTY SALON","OPP, KAUSHAL HARDWARE STORE, DISTT, OPP, SANTOKHGARH, UNA","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
27,MAHARASHTRA,496,SOLAPUR,413005.0,14/06/2022,"SABAR ENTERPRISES","335, MUSLIM PACCHA PETH, SOLAPUR, 335, SOLAPUR, SOLAPUR","[{""NIC5DigitId"":""46632"",""Description"":""Wholesale of construction materials (sand, gravel etc.)""}]"
23,"MADHYA PRADESH",426,SATNA,485005.0,11/04/2022,"Deepak Mobile Shop & Repairing Center","5, Hanuman Nagar Naibasti, Munnu Hotel Ke Pass, 5, Sohawal, Satna","[{""NIC5DigitId"":""47230"",""Description"":""Retail sale of tobacco products in specialized stores""}]"
27,MAHARASHTRA,490,PUNE,411037.0,11/04/2022,"M/S SUJYOTI AGRO LLP","S NO 697 698, CHAL NO 67/524, PUNE, S NO 697 698, PUNE, PUNE","[{""NIC5DigitId"":""10501"",""Description"":""Manufacture of pasteurised milk whether or not in bottles\/ polythene packs etc. (plain or flavoured)""},{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""},{""NIC5DigitId"":""10509"",""Description"":""Manufacture of other dairy products n.e.c.""}]"
24,GUJARAT,438,AHMADABAD,380009.0,11/04/2022,"FAIR DEAL FINANCIAL CONSULTANCY","B-801, FAIR DEAL HOUSE,, C G ROAD, B-801, C G ROAD, AHMEDABAD","[{""NIC5DigitId"":""64910"",""Description"":""Financial leasing""}]"
32,KERALA,564,PATHANAMTHIPTA,691554.0,14/06/2022,SURABHI,"143, SURABHI, PUTHUSSERIBHAGAM, 143, PARAKODE, ADOOR","[{""NIC5DigitId"":""52293"",""Description"":""Activities of movers and packers""}]"
27,MAHARASHTRA,494,SATARA,415110.0,11/04/2022,"GARUDA EXIM","-, Sulochana Plaza, Shaniwar Peth, -, -, Karad","[{""NIC5DigitId"":""46201"",""Description"":""Wholesale of cereals & pulses""}]"
3,PUNJAB,31,FIROZEPUR,152002.0,11/04/2022,"MANGAT RAM GENERAL STORE","284, MATA WARD, MALWAL ROAD, 284, FEROZEPUR, FEROZEPUR CITY","[{""NIC5DigitId"":""47211"",""Description"":""Retail sale of cereals and pulses, tea, coffee, spices and flour""},{""NIC5DigitId"":""47214"",""Description"":""Retail sale of bakery products, dairy products and eggs""},{""NIC5DigitId"":""47215"",""Description"":""Retail sale of sugar confectionery and sweetmeat""}]"
9,"UTTAR PRADESH",156,"KANPUR DEHAT",209101.0,14/06/2022,"VRS JANSEWA KENDRA","WARD NO. 14, GEETA BHAVAN, RTO ROAD, WARD NO. 14, AKBARPUR, AKBARPUR","[{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""}]"
36,TELANGANA,507,HYDERABAD,500058.0,11/04/2022,"KGN kiran ganral store","18-12-419/M/885/5/9, Omar colaney, 2, 18-12-419/M/885/5/9, 0, Hydrabad","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,438,AHMADABAD,382430.0,14/06/2022,"M/S SAJANI KNITTWEAR","PLOT NO.331,BASEMENT, KATHWADA GIDC, KATHWADA, PLOT NO.331,BASEMENT, ROAD NO.06, AHMEDABAD","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
21,ODISHA,373,SUNDARGARH,769015.0,11/04/2022,"LAXMI NARAYAN ENTERPRISES","PLOT NO-742/1854, PLOT NO-742/1854, BANPOSH PRADHANPALLI CHHEND, PLOT NO-742/1854, BANPOSH  PRADHANPALLI CHHEND, ROURKELA","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
36,TELANGANA,507,HYDERABAD,500018.0,11/04/2022,"SSK ENTERPRISES","7-2-1735/A, CHALLA PRIDE, CZECH COLONY, 7-2-1735/A, F NO.106, HYDERABAD","[{""NIC5DigitId"":""46693"",""Description"":""Wholesale of plastic materials in primary forms""},{""NIC5DigitId"":""74101"",""Description"":""Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods""},{""NIC5DigitId"":""46209"",""Description"":""Whole sale of other agriculture raw materials n.e.c.""}]"
5,UTTARAKHAND,49,DEHRADUN,248008.0,11/04/2022,"kamlesh tiffin service","R-A84/4, NEW AREA OFD RAIPUR, RAIPUR, R-A84/4, RAIPUR, RAIPUR","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
6,HARYANA,71,PANIPAT,132103.0,14/06/2022,"AMAN HANDLOOM","366/10, GALI NO.04, RAJIV COLONY, 366/10, 10, PANIPAT","[{""NIC5DigitId"":""13134"",""Description"":""Finishing of man-made and blended man-made textiles.""}]"
33,"TAMIL NADU",733,Tenkasi,627806.0,11/04/2022,ADHINARAYANAN,"13 G, KEELAPAVOOR, BHARATHIYAR STREET, 13 G, 0, TENKASI","[{""NIC5DigitId"":""47212"",""Description"":""Retail sale of fresh or preserved fruit and vegetables""}]"
24,GUJARAT,442,BHARUCH,393002.0,14/06/2022,"HARI HARDWARE","B-24, MAHAVIR MARKET, NR CENTRAL EXCISE & CUSTOM, B-24, NA, ANKLESHWAR","[{""NIC5DigitId"":""28199"",""Description"":""Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)""}]"
24,GUJARAT,459,SURAT,395004.0,11/04/2022,"CHANDUBHAI BECHARBHAI GHASADIYA","55, SHRADHDHADEEP SOCIETY, SINGANPORE CAUSEWAY ROAD, 55, 0, SURAT","[{""NIC5DigitId"":""32120"",""Description"":""Manufacture of imitation jewellery and related articles""}]"
1,"JAMMU AND KASHMIR",13,SRINAGAR,190017.0,11/04/2022,iknow0746@gmail.com,"., PAMPOSH COLONY, PALAPORA PAMPOSH COLONY, ., PALAPORA, Srinagar","[{""NIC5DigitId"":""74101"",""Description"":""Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods""}]"
7,DELHI,83,"SOUTH ",110080.0,14/06/2022,"THE STANDARD LIBRARY SERVICE","C-553/B, KUNJ EYE HOSPITAL, NEW DELHI, C-553/B, BLOCK C, SOUTH DELHI","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560099.0,11/04/2022,"SHRI ROHIT SINGH","NO 78 YARANDAHALL, 4TH PHASE, BANGALORE, NO 78 YARANDAHALL, GANESH TEMPLE, BANGALORE","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
27,MAHARASHTRA,497,THANE,400708.0,11/04/2022,"LAXMI VADAPAV","A - 261, CIDCO COLONY, SECTOR -2, A - 261, -, NAVI MUMBAI","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""},{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
36,TELANGANA,507,HYDERABAD,500005.0,11/04/2022,"MORE CATERING","18-2-45/3/1, MORE CATERING, AMEEN COLONY, 18-2-45/3/1, CHANDRAYANGUTTA, HYDERABAD","[{""NIC5DigitId"":""56210"",""Description"":""Event catering""}]"
29,KARNATAKA,527,BELAGAVI,591237.0,14/06/2022,"ASLAM MEHABUB NANDI","0, Bhim Nagar, Bhim Nagar, 0, 0, Nipani","[{""NIC5DigitId"":""96097"",""Description"":""Activities of aaya, dhai, governess, baby sitter etc.""}]"
2,"HIMACHAL PRADESH",25,SOLAN,171102.0,11/04/2022,"SAVITRI DEVI","25, BALI RAM, NH, 25, DARLAGHAT, ARKI","[{""NIC5DigitId"":""49232"",""Description"":""Non-motorised road freight transport""}]"
27,MAHARASHTRA,500,YAVATMAL,445202.0,14/06/2022,"Anand Earthmorer's","0, Anand Earthmorer&#39;s, Arni Road, 0, Darwha, Ambika Nagar","[{""NIC5DigitId"":""08106"",""Description"":""Operation of sand or gravel pits, basalt \/ porphyry, clay (ordinary), crushing and breaking of stone for use as a flux or raw material in lime or cement, manufacture or as building material, road metal or ballast and other materials for construction""}]"
6,HARYANA,68,KURUKSHETRA,136130.0,14/06/2022,"Reena Devi","Duniya majra, Duniya majra, Duniya majra, Duniya majra, Duniya majra, Kurukshetra","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
9,"UTTAR PRADESH",177,SAHARANPUR,247001.0,11/04/2022,Farman,"12/1713 sarai husamu, Saharanpur, Saharanpur, 12/1713 sarai husamu, Saharanpur, Saharanpur","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
27,MAHARASHTRA,490,PUNE,410507.0,11/04/2022,"Anant Rang Arts","142/A, Yash Apartment, Yashwant nagar, 142/A, 142, pune","[{""NIC5DigitId"":""81300"",""Description"":""Landscape care and maintenance service activities""}]"
9,"UTTAR PRADESH",169,MEERUT,250001.0,14/06/2022,"JAI DURGE STATIONERS","A-16, TARA MARKET, -, A-16, -, MEERUT","[{""NIC5DigitId"":""47612"",""Description"":""Retail sale of newspapers and magazines""},{""NIC5DigitId"":""47613"",""Description"":""Retail sale of stationery office supplies such as pens, pencils, paper etc.""}]"
